품목명,분쟁유형명,answer
사진촬영,5) 1회 이상 촬영하는 기념사진(성장앨범 등)의 계약해제 또는 해지,"사업자의 책임있는 사유로 인한 계약해제 또는 해지 및 손해발생 시 사진 촬영 개시 이전 계약금 환급 및 총 요금의 10% 배상, 사진 촬영 개시 이후 계약금 환급 및 촬영한 사진원판 제공이며,  소비자의 책임있는 사유로 인한 계약해제 또는 해지시 사진 촬영 개시 이전 소비자는 총 요금의 10% 부담하며,  사진 촬영 개시 이후 소비자는 기 촬영된 단계비용 및 잔여금액의 10% 부담합니다. (단, 미제작된 앨범가격은 소비자 부담 대상 아님)  (비용을 사업자가 이미 수수한 경우에 사업자는 이미 수수한 비용에서 소비자 부담액을 공제한 나머지 금액을 소비자에게 환급함. 계약서상 단계별 촬영비용이 기재되어 있지 않는 경우에는 기 촬영된 단계 횟수 / 총 단계 횟수 X 총 요금 환급.  앨범가격에 대한 입증은 사업자가 함.)"
,5) 6시간 이상 서비스 중지 또는 장애로 인한 피해,"손해배상 합니다.(다만,손해가 천재지변 등 불가항력이나 소비자의 고의 또는 과실로 인하여 발생한 경우에는 배상에서 제외하고, 서비스 중지 또는 장애시간은 소비자가 회사에 통지한 후부터 계산함.)"
,5) 계약해지 후 사업자의 원상회복 불이행,계약해지 이후 사용료 면제 입니다.
,5) 공연 입장권을 구입한자가 관람시간 표기 오류로 인하여 공연을 관람하지 못한 경우,"입장료 환급 및 입장료의 20% 배상입니다.(관람권을 할인 판매한 경우에는 거래가격을 기준으로 하되, 이는 사업자가 입증함.)"
,5) 기후변화 및 천재지변으로 소비자의 숙박지역 이동 또는 숙박업소 이용이 불가하여 숙박 당일 계약 취소,이동수단(항공기 등)의 이용이 불가한 경우 혹은 이용이 불가한 경우에는 계약금 환급입니다. (기후변화 또는 천재지변으로 숙박업소 이용이 불가한 경우는 기상청이 강풍·풍랑·호우·대설·폭풍해일·지진해일·태풍·화산주의보 또는 경보(지진포함)를 발령한 경우로 한정됨)
펜션,5) 기후변화 및 천재지변으로 소비자의 숙박지역 이동 또는 숙박업소 이용이 불가하여 숙박 당일 계약 취소,이동수단(항공기 등)의 이용이 불가한 경우 혹은 이용이 불가한 경우에는 계약금 환급입니다. (기후변화 또는 천재지변으로 숙박업소 이용이 불가한 경우는 기상청이 강풍·풍랑·호우·대설·폭풍해일·지진해일·태풍·화산주의보 또는 경보(지진포함)를 발령한 경우로 한정됨)
호텔,5) 기후변화 및 천재지변으로 소비자의 숙박지역 이동 또는 숙박업소 이용이 불가하여 숙박 당일 계약 취소,이동수단(항공기 등)의 이용이 불가한 경우 혹은 이용이 불가한 경우에는 계약금 환급입니다. (기후변화 또는 천재지변으로 숙박업소 이용이 불가한 경우는 기상청이 강풍·풍랑·호우·대설·폭풍해일·지진해일·태풍·화산주의보 또는 경보(지진포함)를 발령한 경우로 한정됨)
,5) 물품 및 용역 제공형 상품권의 경우 물품 등의 제공이 불가능하거나 통상적인 기간보다 현저히 지체되는 경우,동일한 금전적 가치의 신유형 상품권으로 교환 또는 구매액 반환 입니다.
,5) 물품상품권 또는 금액상품권의 경우 물품 또는 용역의 제공이 불가능하거나 지체되어 당해 상품권의 현금상환을 요구하였으나 이를 거부하는 경우,상환의무 이행 입니다.
각종쿠폰류(무료통화권포함),5) 물품상품권 또는 금액상품권의 경우 물품 또는 용역의 제공이 불가능하거나 지체되어 당해 상품권의 현금상환을 요구하였으나 이를 거부하는 경우,상환의무 이행 입니다.
상품권,5) 물품상품권 또는 금액상품권의 경우 물품 또는 용역의 제공이 불가능하거나 지체되어 당해 상품권의 현금상환을 요구하였으나 이를 거부하는 경우,상환의무 이행 입니다.
,5) 부당표시(미표시 및 부실표시) 및 소재구성 부적합으로 인한 세탁사고,"무상수리,교환,환급 순으로 보상이 가능하며 수리 불가능 시는 교환입니다."
매트,5) 부당표시(미표시 및 부실표시) 및 소재구성 부적합으로 인한 세탁사고,"무상수리,교환,환급 순으로 보상이 가능하며 수리 불가능 시는 교환입니다."
스커트,5) 부당표시(미표시 및 부실표시) 및 소재구성 부적합으로 인한 세탁사고,"무상수리,교환,환급 순으로 보상이 가능하며 수리 불가능 시는 교환입니다."
원피스,5) 부당표시(미표시 및 부실표시) 및 소재구성 부적합으로 인한 세탁사고,"무상수리,교환,환급 순으로 보상이 가능하며 수리 불가능 시는 교환입니다."
점퍼·재킷류,5) 부당표시(미표시 및 부실표시) 및 소재구성 부적합으로 인한 세탁사고,"무상수리,교환,환급 순으로 보상이 가능하며 수리 불가능 시는 교환입니다."
캐주얼바지,5) 부당표시(미표시 및 부실표시) 및 소재구성 부적합으로 인한 세탁사고,"무상수리,교환,환급 순으로 보상이 가능하며 수리 불가능 시는 교환입니다."
코트,5) 부당표시(미표시 및 부실표시) 및 소재구성 부적합으로 인한 세탁사고,"무상수리,교환,환급 순으로 보상이 가능하며 수리 불가능 시는 교환입니다."
,5) 부작용,"치료비, 경비 및 일실소득 배상 입니다. (일실소득은 피해로 인하여 소득상실이 발생한 것이 입증된 때에 한하며, 금액을 입증할 수 없는 경우에는 시중 노임단가를 기준으로 함.)"
,5) 부작용,"치료비, 경비 및 일실소득 배상 입니다."
,5) 부작용,사료의 구입가 및 동물의 치료 경비 배상입니다.(수의사의 진단에 의해 사료와의 인과관계가 확인되는 경우에 적용함.)
다이어트식품,5) 부작용,"치료비, 경비 및 일실소득 배상 입니다. (일실소득은 피해로 인하여 소득상실이 발생한 것이 입증된 때에 한하며, 금액을 입증할 수 없는 경우에는 시중 노임단가를 기준으로 함.)"
닭고기,5) 부작용,"치료비, 경비 및 일실소득 배상 입니다."
먹는샘물,5) 부작용,"치료비, 경비 및 일실소득 배상 입니다. (일실소득은 피해로 인하여 소득상실이 발생한 것이 입증된 때에 한하며, 금액을 입증할 수 없는 경우에는 시중 노임단가를 기준으로 함.)"
봉지면,5) 부작용,"치료비, 경비 및 일실소득 배상 입니다. (일실소득은 피해로 인하여 소득상실이 발생한 것이 입증된 때에 한하며, 금액을 입증할 수 없는 경우에는 시중 노임단가를 기준으로 함.)"
쌀,5) 부작용,"치료비, 경비 및 일실소득 배상 입니다."
어패류젓갈,5) 부작용,"치료비, 경비 및 일실소득 배상 입니다. (일실소득은 피해로 인하여 소득상실이 발생한 것이 입증된 때에 한하며, 금액을 입증할 수 없는 경우에는 시중 노임단가를 기준으로 함.)"
우유,5) 부작용,"치료비, 경비 및 일실소득 배상 입니다. (일실소득은 피해로 인하여 소득상실이 발생한 것이 입증된 때에 한하며, 금액을 입증할 수 없는 경우에는 시중 노임단가를 기준으로 함.)"
천마제품,5) 부작용,"치료비, 경비 및 일실소득 배상 입니다. (일실소득은 피해로 인하여 소득상실이 발생한 것이 입증된 때에 한하며, 금액을 입증할 수 없는 경우에는 시중 노임단가를 기준으로 함.)"
포도주,5) 부작용,"치료비, 경비 및 일실소득 배상 입니다. (일실소득은 피해로 인하여 소득상실이 발생한 것이 입증된 때에 한하며, 금액을 입증할 수 없는 경우에는 시중 노임단가를 기준으로 함.)"
,5) 부품보유기간 이내에 수리용 부품을 보유하고 있지 않아 발생한 피해,"품질보증기간 이내 정상적인 사용 상태에서 성능 기능상의 하자로 인해 발생된 경우 제품교환 또는 구입가 환급, 소비자의 고의.과실로 인한 고장인 경우 유상수리에 해당하는 금액 징수 후 제품교환이며, 질보증기간 경과 후 정액감가상각한 잔여 금액에 구입가의 10%를 가산하여 환급 입니다.  (컴퓨터나 전축과 같이 개별기기 (본체와 주변기기 등)의 조합으로 이루어진 제품(set물품)을 전체로 구입한 경우의 교환은 각 개별기기를 대상으로 하고, 동일회사에서 판매한 set물품으로서 개별기기에 대한 교환이 불가능하여 환급할 때에는 전체를 대상으로 함. 단 컴퓨터의 경우는 본체와 모니터, 키보드만을 전체로 봄. 정액감가상각한 잔여금의 계산은 구입가 - 감가상각비 임.  토너, 잉크 등 필수소모품(대체품이 없는 경우)은 부품에 포함됨)  (감가상각방법은 정액법에 의하되 내용연수는 별표Ⅳ 품목별 내용연수표를(월할 계산) 적용하며,  감가상각비=(사용연수/내용연수)× 구입가)"
,5) 부품보유기간 이내에 수리용 부품을 보유하고 있지 않아 발생한 피해,"품질보증기간 이내 정상적인 사용 상태에서 성능,기능상의 하자로 인해 발생된 경우 제품교환 또는 구입가 환급, 소비자의 고의.과실로 인한 고장인 경우 유상수리에 해당하는 금액 징수 후 제품교환이며, 질보증기간 경과 후 정액감가상각한 잔여 금액에 구입가의 10%를 가산하여 환급 입니다. (정액감가상각한 잔여금의 계산은 구입가   감가상각비 임)  (감가상각방법은 정액법에 의하되 내용연수는 별표Ⅳ 품목별 내용연수표를(월할 계산) 적용하며,  감가상각비=(사용연수/내용연수)× 구입가)"
그래픽카드,5) 부품보유기간 이내에 수리용 부품을 보유하고 있지 않아 발생한 피해,"품질보증기간 이내 정상적인 사용 상태에서 성능 기능상의 하자로 인해 발생된 경우 제품교환 또는 구입가 환급, 소비자의 고의.과실로 인한 고장인 경우 유상수리에 해당하는 금액 징수 후 제품교환이며, 질보증기간 경과 후 정액감가상각한 잔여 금액에 구입가의 10%를 가산하여 환급 입니다.  (컴퓨터나 전축과 같이 개별기기 (본체와 주변기기 등)의 조합으로 이루어진 제품(set물품)을 전체로 구입한 경우의 교환은 각 개별기기를 대상으로 하고, 동일회사에서 판매한 set물품으로서 개별기기에 대한 교환이 불가능하여 환급할 때에는 전체를 대상으로 함. 단 컴퓨터의 경우는 본체와 모니터, 키보드만을 전체로 봄. 정액감가상각한 잔여금의 계산은 구입가 - 감가상각비 임.  토너, 잉크 등 필수소모품(대체품이 없는 경우)은 부품에 포함됨)  (감가상각방법은 정액법에 의하되 내용연수는 별표Ⅳ 품목별 내용연수표를(월할 계산) 적용하며,  감가상각비=(사용연수/내용연수)× 구입가)"
김치냉장고,5) 부품보유기간 이내에 수리용 부품을 보유하고 있지 않아 발생한 피해,"품질보증기간 이내 정상적인 사용 상태에서 성능 기능상의 하자로 인해 발생된 경우 제품교환 또는 구입가 환급, 소비자의 고의.과실로 인한 고장인 경우 유상수리에 해당하는 금액 징수 후 제품교환이며, 질보증기간 경과 후 정액감가상각한 잔여 금액에 구입가의 10%를 가산하여 환급 입니다.  (컴퓨터나 전축과 같이 개별기기 (본체와 주변기기 등)의 조합으로 이루어진 제품(set물품)을 전체로 구입한 경우의 교환은 각 개별기기를 대상으로 하고, 동일회사에서 판매한 set물품으로서 개별기기에 대한 교환이 불가능하여 환급할 때에는 전체를 대상으로 함. 단 컴퓨터의 경우는 본체와 모니터, 키보드만을 전체로 봄. 정액감가상각한 잔여금의 계산은 구입가 - 감가상각비 임.  토너, 잉크 등 필수소모품(대체품이 없는 경우)은 부품에 포함됨)  (감가상각방법은 정액법에 의하되 내용연수는 별표Ⅳ 품목별 내용연수표를(월할 계산) 적용하며,  감가상각비=(사용연수/내용연수)× 구입가)"
냉장고,5) 부품보유기간 이내에 수리용 부품을 보유하고 있지 않아 발생한 피해,"품질보증기간 이내 정상적인 사용 상태에서 성능 기능상의 하자로 인해 발생된 경우 제품교환 또는 구입가 환급, 소비자의 고의.과실로 인한 고장인 경우 유상수리에 해당하는 금액 징수 후 제품교환이며, 질보증기간 경과 후 정액감가상각한 잔여 금액에 구입가의 10%를 가산하여 환급 입니다.  (컴퓨터나 전축과 같이 개별기기 (본체와 주변기기 등)의 조합으로 이루어진 제품(set물품)을 전체로 구입한 경우의 교환은 각 개별기기를 대상으로 하고, 동일회사에서 판매한 set물품으로서 개별기기에 대한 교환이 불가능하여 환급할 때에는 전체를 대상으로 함. 단 컴퓨터의 경우는 본체와 모니터, 키보드만을 전체로 봄. 정액감가상각한 잔여금의 계산은 구입가 - 감가상각비 임.  토너, 잉크 등 필수소모품(대체품이 없는 경우)은 부품에 포함됨)  (감가상각방법은 정액법에 의하되 내용연수는 별표Ⅳ 품목별 내용연수표를(월할 계산) 적용하며,  감가상각비=(사용연수/내용연수)× 구입가)"
노트북컴퓨터,5) 부품보유기간 이내에 수리용 부품을 보유하고 있지 않아 발생한 피해,"품질보증기간 이내 정상적인 사용 상태에서 성능 기능상의 하자로 인해 발생된 경우 제품교환 또는 구입가 환급, 소비자의 고의.과실로 인한 고장인 경우 유상수리에 해당하는 금액 징수 후 제품교환이며, 질보증기간 경과 후 정액감가상각한 잔여 금액에 구입가의 10%를 가산하여 환급 입니다.  (컴퓨터나 전축과 같이 개별기기 (본체와 주변기기 등)의 조합으로 이루어진 제품(set물품)을 전체로 구입한 경우의 교환은 각 개별기기를 대상으로 하고, 동일회사에서 판매한 set물품으로서 개별기기에 대한 교환이 불가능하여 환급할 때에는 전체를 대상으로 함. 단 컴퓨터의 경우는 본체와 모니터, 키보드만을 전체로 봄. 정액감가상각한 잔여금의 계산은 구입가 - 감가상각비 임.  토너, 잉크 등 필수소모품(대체품이 없는 경우)은 부품에 포함됨)  (감가상각방법은 정액법에 의하되 내용연수는 별표Ⅳ 품목별 내용연수표를(월할 계산) 적용하며,  감가상각비=(사용연수/내용연수)× 구입가)"
마우스,5) 부품보유기간 이내에 수리용 부품을 보유하고 있지 않아 발생한 피해,"품질보증기간 이내 정상적인 사용 상태에서 성능 기능상의 하자로 인해 발생된 경우 제품교환 또는 구입가 환급, 소비자의 고의.과실로 인한 고장인 경우 유상수리에 해당하는 금액 징수 후 제품교환이며, 질보증기간 경과 후 정액감가상각한 잔여 금액에 구입가의 10%를 가산하여 환급 입니다.  (컴퓨터나 전축과 같이 개별기기 (본체와 주변기기 등)의 조합으로 이루어진 제품(set물품)을 전체로 구입한 경우의 교환은 각 개별기기를 대상으로 하고, 동일회사에서 판매한 set물품으로서 개별기기에 대한 교환이 불가능하여 환급할 때에는 전체를 대상으로 함. 단 컴퓨터의 경우는 본체와 모니터, 키보드만을 전체로 봄. 정액감가상각한 잔여금의 계산은 구입가 - 감가상각비 임.  토너, 잉크 등 필수소모품(대체품이 없는 경우)은 부품에 포함됨)  (감가상각방법은 정액법에 의하되 내용연수는 별표Ⅳ 품목별 내용연수표를(월할 계산) 적용하며,  감가상각비=(사용연수/내용연수)× 구입가)"
시계,5) 부품보유기간 이내에 수리용 부품을 보유하고 있지 않아 발생한 피해,"품질보증기간 이내 정상적인 사용 상태에서 성능 기능상의 하자로 인해 발생된 경우 제품교환 또는 구입가 환급, 소비자의 고의.과실로 인한 고장인 경우 유상수리에 해당하는 금액 징수 후 제품교환이며, 질보증기간 경과 후 정액감가상각한 잔여 금액에 구입가의 10%를 가산하여 환급 입니다.  (컴퓨터나 전축과 같이 개별기기 (본체와 주변기기 등)의 조합으로 이루어진 제품(set물품)을 전체로 구입한 경우의 교환은 각 개별기기를 대상으로 하고, 동일회사에서 판매한 set물품으로서 개별기기에 대한 교환이 불가능하여 환급할 때에는 전체를 대상으로 함. 단 컴퓨터의 경우는 본체와 모니터, 키보드만을 전체로 봄. 정액감가상각한 잔여금의 계산은 구입가 - 감가상각비 임.  토너, 잉크 등 필수소모품(대체품이 없는 경우)은 부품에 포함됨)  (감가상각방법은 정액법에 의하되 내용연수는 별표Ⅳ 품목별 내용연수표를(월할 계산) 적용하며,  감가상각비=(사용연수/내용연수)× 구입가)"
전기스토브,5) 부품보유기간 이내에 수리용 부품을 보유하고 있지 않아 발생한 피해,"품질보증기간 이내 정상적인 사용 상태에서 성능 기능상의 하자로 인해 발생된 경우 제품교환 또는 구입가 환급, 소비자의 고의.과실로 인한 고장인 경우 유상수리에 해당하는 금액 징수 후 제품교환이며, 질보증기간 경과 후 정액감가상각한 잔여 금액에 구입가의 10%를 가산하여 환급 입니다.  (컴퓨터나 전축과 같이 개별기기 (본체와 주변기기 등)의 조합으로 이루어진 제품(set물품)을 전체로 구입한 경우의 교환은 각 개별기기를 대상으로 하고, 동일회사에서 판매한 set물품으로서 개별기기에 대한 교환이 불가능하여 환급할 때에는 전체를 대상으로 함. 단 컴퓨터의 경우는 본체와 모니터, 키보드만을 전체로 봄. 정액감가상각한 잔여금의 계산은 구입가 - 감가상각비 임.  토너, 잉크 등 필수소모품(대체품이 없는 경우)은 부품에 포함됨)  (감가상각방법은 정액법에 의하되 내용연수는 별표Ⅳ 품목별 내용연수표를(월할 계산) 적용하며,  감가상각비=(사용연수/내용연수)× 구입가)"
전기포트,5) 부품보유기간 이내에 수리용 부품을 보유하고 있지 않아 발생한 피해,"품질보증기간 이내 정상적인 사용 상태에서 성능 기능상의 하자로 인해 발생된 경우 제품교환 또는 구입가 환급, 소비자의 고의.과실로 인한 고장인 경우 유상수리에 해당하는 금액 징수 후 제품교환이며, 질보증기간 경과 후 정액감가상각한 잔여 금액에 구입가의 10%를 가산하여 환급 입니다.  (컴퓨터나 전축과 같이 개별기기 (본체와 주변기기 등)의 조합으로 이루어진 제품(set물품)을 전체로 구입한 경우의 교환은 각 개별기기를 대상으로 하고, 동일회사에서 판매한 set물품으로서 개별기기에 대한 교환이 불가능하여 환급할 때에는 전체를 대상으로 함. 단 컴퓨터의 경우는 본체와 모니터, 키보드만을 전체로 봄. 정액감가상각한 잔여금의 계산은 구입가 - 감가상각비 임.  토너, 잉크 등 필수소모품(대체품이 없는 경우)은 부품에 포함됨)  (감가상각방법은 정액법에 의하되 내용연수는 별표Ⅳ 품목별 내용연수표를(월할 계산) 적용하며,  감가상각비=(사용연수/내용연수)× 구입가)"
정수기,5) 부품보유기간 이내에 수리용 부품을 보유하고 있지 않아 발생한 피해,"품질보증기간 이내 정상적인 사용 상태에서 성능 기능상의 하자로 인해 발생된 경우 제품교환 또는 구입가 환급, 소비자의 고의.과실로 인한 고장인 경우 유상수리에 해당하는 금액 징수 후 제품교환이며, 질보증기간 경과 후 정액감가상각한 잔여 금액에 구입가의 10%를 가산하여 환급 입니다.  (컴퓨터나 전축과 같이 개별기기 (본체와 주변기기 등)의 조합으로 이루어진 제품(set물품)을 전체로 구입한 경우의 교환은 각 개별기기를 대상으로 하고, 동일회사에서 판매한 set물품으로서 개별기기에 대한 교환이 불가능하여 환급할 때에는 전체를 대상으로 함. 단 컴퓨터의 경우는 본체와 모니터, 키보드만을 전체로 봄. 정액감가상각한 잔여금의 계산은 구입가 - 감가상각비 임.  토너, 잉크 등 필수소모품(대체품이 없는 경우)은 부품에 포함됨)  (감가상각방법은 정액법에 의하되 내용연수는 별표Ⅳ 품목별 내용연수표를(월할 계산) 적용하며,  감가상각비=(사용연수/내용연수)× 구입가)"
조립완구,5) 부품보유기간 이내에 수리용 부품을 보유하고 있지 않아 발생한 피해,"품질보증기간 이내 정상적인 사용 상태에서 성능 기능상의 하자로 인해 발생된 경우 제품교환 또는 구입가 환급, 소비자의 고의.과실로 인한 고장인 경우 유상수리에 해당하는 금액 징수 후 제품교환이며, 질보증기간 경과 후 정액감가상각한 잔여 금액에 구입가의 10%를 가산하여 환급 입니다.  (컴퓨터나 전축과 같이 개별기기 (본체와 주변기기 등)의 조합으로 이루어진 제품(set물품)을 전체로 구입한 경우의 교환은 각 개별기기를 대상으로 하고, 동일회사에서 판매한 set물품으로서 개별기기에 대한 교환이 불가능하여 환급할 때에는 전체를 대상으로 함. 단 컴퓨터의 경우는 본체와 모니터, 키보드만을 전체로 봄. 정액감가상각한 잔여금의 계산은 구입가 - 감가상각비 임.  토너, 잉크 등 필수소모품(대체품이 없는 경우)은 부품에 포함됨)  (감가상각방법은 정액법에 의하되 내용연수는 별표Ⅳ 품목별 내용연수표를(월할 계산) 적용하며,  감가상각비=(사용연수/내용연수)× 구입가)"
차량용블랙박스,5) 부품보유기간 이내에 수리용 부품을 보유하고 있지 않아 발생한 피해,"품질보증기간 이내 정상적인 사용 상태에서 성능 기능상의 하자로 인해 발생된 경우 제품교환 또는 구입가 환급, 소비자의 고의.과실로 인한 고장인 경우 유상수리에 해당하는 금액 징수 후 제품교환이며, 질보증기간 경과 후 정액감가상각한 잔여 금액에 구입가의 10%를 가산하여 환급 입니다.  (컴퓨터나 전축과 같이 개별기기 (본체와 주변기기 등)의 조합으로 이루어진 제품(set물품)을 전체로 구입한 경우의 교환은 각 개별기기를 대상으로 하고, 동일회사에서 판매한 set물품으로서 개별기기에 대한 교환이 불가능하여 환급할 때에는 전체를 대상으로 함. 단 컴퓨터의 경우는 본체와 모니터, 키보드만을 전체로 봄. 정액감가상각한 잔여금의 계산은 구입가 - 감가상각비 임.  토너, 잉크 등 필수소모품(대체품이 없는 경우)은 부품에 포함됨)  (감가상각방법은 정액법에 의하되 내용연수는 별표Ⅳ 품목별 내용연수표를(월할 계산) 적용하며,  감가상각비=(사용연수/내용연수)× 구입가)"
카메라부품·용품,5) 부품보유기간 이내에 수리용 부품을 보유하고 있지 않아 발생한 피해,"품질보증기간 이내 정상적인 사용 상태에서 성능 기능상의 하자로 인해 발생된 경우 제품교환 또는 구입가 환급, 소비자의 고의.과실로 인한 고장인 경우 유상수리에 해당하는 금액 징수 후 제품교환이며, 질보증기간 경과 후 정액감가상각한 잔여 금액에 구입가의 10%를 가산하여 환급 입니다.  (컴퓨터나 전축과 같이 개별기기 (본체와 주변기기 등)의 조합으로 이루어진 제품(set물품)을 전체로 구입한 경우의 교환은 각 개별기기를 대상으로 하고, 동일회사에서 판매한 set물품으로서 개별기기에 대한 교환이 불가능하여 환급할 때에는 전체를 대상으로 함. 단 컴퓨터의 경우는 본체와 모니터, 키보드만을 전체로 봄. 정액감가상각한 잔여금의 계산은 구입가 - 감가상각비 임.  토너, 잉크 등 필수소모품(대체품이 없는 경우)은 부품에 포함됨)  (감가상각방법은 정액법에 의하되 내용연수는 별표Ⅳ 품목별 내용연수표를(월할 계산) 적용하며,  감가상각비=(사용연수/내용연수)× 구입가)"
컴퓨터모니터(데스크탑),5) 부품보유기간 이내에 수리용 부품을 보유하고 있지 않아 발생한 피해,"품질보증기간 이내 정상적인 사용 상태에서 성능 기능상의 하자로 인해 발생된 경우 제품교환 또는 구입가 환급, 소비자의 고의.과실로 인한 고장인 경우 유상수리에 해당하는 금액 징수 후 제품교환이며, 질보증기간 경과 후 정액감가상각한 잔여 금액에 구입가의 10%를 가산하여 환급 입니다.  (컴퓨터나 전축과 같이 개별기기 (본체와 주변기기 등)의 조합으로 이루어진 제품(set물품)을 전체로 구입한 경우의 교환은 각 개별기기를 대상으로 하고, 동일회사에서 판매한 set물품으로서 개별기기에 대한 교환이 불가능하여 환급할 때에는 전체를 대상으로 함. 단 컴퓨터의 경우는 본체와 모니터, 키보드만을 전체로 봄. 정액감가상각한 잔여금의 계산은 구입가 - 감가상각비 임.  토너, 잉크 등 필수소모품(대체품이 없는 경우)은 부품에 포함됨)  (감가상각방법은 정액법에 의하되 내용연수는 별표Ⅳ 품목별 내용연수표를(월할 계산) 적용하며,  감가상각비=(사용연수/내용연수)× 구입가)"
태블릿PC,5) 부품보유기간 이내에 수리용 부품을 보유하고 있지 않아 발생한 피해,"품질보증기간 이내 정상적인 사용 상태에서 성능 기능상의 하자로 인해 발생된 경우 제품교환 또는 구입가 환급, 소비자의 고의.과실로 인한 고장인 경우 유상수리에 해당하는 금액 징수 후 제품교환이며, 질보증기간 경과 후 정액감가상각한 잔여 금액에 구입가의 10%를 가산하여 환급 입니다.  (컴퓨터나 전축과 같이 개별기기 (본체와 주변기기 등)의 조합으로 이루어진 제품(set물품)을 전체로 구입한 경우의 교환은 각 개별기기를 대상으로 하고, 동일회사에서 판매한 set물품으로서 개별기기에 대한 교환이 불가능하여 환급할 때에는 전체를 대상으로 함. 단 컴퓨터의 경우는 본체와 모니터, 키보드만을 전체로 봄. 정액감가상각한 잔여금의 계산은 구입가 - 감가상각비 임.  토너, 잉크 등 필수소모품(대체품이 없는 경우)은 부품에 포함됨)  (감가상각방법은 정액법에 의하되 내용연수는 별표Ⅳ 품목별 내용연수표를(월할 계산) 적용하며,  감가상각비=(사용연수/내용연수)× 구입가)"
튀김기,5) 부품보유기간 이내에 수리용 부품을 보유하고 있지 않아 발생한 피해,"품질보증기간 이내 정상적인 사용 상태에서 성능 기능상의 하자로 인해 발생된 경우 제품교환 또는 구입가 환급, 소비자의 고의.과실로 인한 고장인 경우 유상수리에 해당하는 금액 징수 후 제품교환이며, 질보증기간 경과 후 정액감가상각한 잔여 금액에 구입가의 10%를 가산하여 환급 입니다.  (컴퓨터나 전축과 같이 개별기기 (본체와 주변기기 등)의 조합으로 이루어진 제품(set물품)을 전체로 구입한 경우의 교환은 각 개별기기를 대상으로 하고, 동일회사에서 판매한 set물품으로서 개별기기에 대한 교환이 불가능하여 환급할 때에는 전체를 대상으로 함. 단 컴퓨터의 경우는 본체와 모니터, 키보드만을 전체로 봄. 정액감가상각한 잔여금의 계산은 구입가 - 감가상각비 임.  토너, 잉크 등 필수소모품(대체품이 없는 경우)은 부품에 포함됨)  (감가상각방법은 정액법에 의하되 내용연수는 별표Ⅳ 품목별 내용연수표를(월할 계산) 적용하며,  감가상각비=(사용연수/내용연수)× 구입가)"
퍼스널컴퓨터,5) 부품보유기간 이내에 수리용 부품을 보유하고 있지 않아 발생한 피해,"품질보증기간 이내 정상적인 사용 상태에서 성능 기능상의 하자로 인해 발생된 경우 제품교환 또는 구입가 환급, 소비자의 고의.과실로 인한 고장인 경우 유상수리에 해당하는 금액 징수 후 제품교환이며, 질보증기간 경과 후 정액감가상각한 잔여 금액에 구입가의 10%를 가산하여 환급 입니다.  (컴퓨터나 전축과 같이 개별기기 (본체와 주변기기 등)의 조합으로 이루어진 제품(set물품)을 전체로 구입한 경우의 교환은 각 개별기기를 대상으로 하고, 동일회사에서 판매한 set물품으로서 개별기기에 대한 교환이 불가능하여 환급할 때에는 전체를 대상으로 함. 단 컴퓨터의 경우는 본체와 모니터, 키보드만을 전체로 봄. 정액감가상각한 잔여금의 계산은 구입가 - 감가상각비 임.  토너, 잉크 등 필수소모품(대체품이 없는 경우)은 부품에 포함됨)  (감가상각방법은 정액법에 의하되 내용연수는 별표Ⅳ 품목별 내용연수표를(월할 계산) 적용하며,  감가상각비=(사용연수/내용연수)× 구입가)"
프린터,5) 부품보유기간 이내에 수리용 부품을 보유하고 있지 않아 발생한 피해,"품질보증기간 이내 정상적인 사용 상태에서 성능 기능상의 하자로 인해 발생된 경우 제품교환 또는 구입가 환급, 소비자의 고의.과실로 인한 고장인 경우 유상수리에 해당하는 금액 징수 후 제품교환이며, 질보증기간 경과 후 정액감가상각한 잔여 금액에 구입가의 10%를 가산하여 환급 입니다.  (컴퓨터나 전축과 같이 개별기기 (본체와 주변기기 등)의 조합으로 이루어진 제품(set물품)을 전체로 구입한 경우의 교환은 각 개별기기를 대상으로 하고, 동일회사에서 판매한 set물품으로서 개별기기에 대한 교환이 불가능하여 환급할 때에는 전체를 대상으로 함. 단 컴퓨터의 경우는 본체와 모니터, 키보드만을 전체로 봄. 정액감가상각한 잔여금의 계산은 구입가 - 감가상각비 임.  토너, 잉크 등 필수소모품(대체품이 없는 경우)은 부품에 포함됨)  (감가상각방법은 정액법에 의하되 내용연수는 별표Ⅳ 품목별 내용연수표를(월할 계산) 적용하며,  감가상각비=(사용연수/내용연수)× 구입가)"
TV,5) 부품보유기간 이내에 수리용 부품을 보유하고 있지 않아 발생한 피해,"품질보증기간 이내 정상적인 사용 상태에서 성능,기능상의 하자로 인해 발생된 경우 제품교환 또는 구입가 환급, 소비자의 고의.과실로 인한 고장인 경우 유상수리에 해당하는 금액 징수 후 제품교환이며, 질보증기간 경과 후 정액감가상각한 잔여 금액에 구입가의 10%를 가산하여 환급 입니다. (정액감가상각한 잔여금의 계산은 구입가   감가상각비 임)  (감가상각방법은 정액법에 의하되 내용연수는 별표Ⅳ 품목별 내용연수표를(월할 계산) 적용하며,  감가상각비=(사용연수/내용연수)× 구입가)"
